FL_MONTH,DEP_HOUR,OP_UNIQUE_CARRIER,ORIGIN,DEST,DELAY_CATEGORY
11,10,UA,ORD,LAS,NO_DELAY
7,10,YV,CVG,IAD,NO_DELAY
8,10,YV,LBB,DFW,NO_DELAY
11,11,WN,RSW,MDW,NO_DELAY
6,22,UA,DEN,TUL,SEVERE_DELAY
5,8,OH,PVD,DCA,NO_DELAY
9,14,B6,PHL,BOS,NO_DELAY
9,15,YX,DTW,LGA,MAJOR_DELAY
4,10,WN,DEN,CVG,NO_DELAY
9,5,AA,SFO,DFW,NO_DELAY
4,13,YX,PIT,ORD,NO_DELAY
5,12,MQ,CVG,ORD,SEVERE_DELAY
1,5,YV,ABQ,DFW,NO_DELAY
8,17,UA,SFO,LIH,NO_DELAY
7,20,OO,DTW,LIT,NO_DELAY
8,17,WN,LAX,LAS,NO_DELAY
12,6,AA,DCA,BOS,NO_DELAY
2,16,AS,LAS,SEA,NO_DELAY
1,12,YX,BNA,LGA,MAJOR_DELAY
12,20,AA,SFO,PHL,NO_DELAY
1,13,OO,LAX,SFO,SEVERE_DELAY
7,11,UA,TPA,IAH,MINOR_DELAY
1,11,DL,ATL,DEN,NO_DELAY
11,13,OO,SBA,SLC,NO_DELAY
7,17,EV,GSP,EWR,NO_DELAY
10,7,WN,BUR,SJC,NO_DELAY
1,11,OO,DSM,ORD,NO_DELAY
10,16,AS,LAS,SFO,NO_DELAY
8,20,UA,DEN,MFR,MAJOR_DELAY
5,16,OO,AGS,DFW,NO_DELAY
8,9,WN,OAK,SAN,NO_DELAY
9,5,DL,CVG,ATL,NO_DELAY
11,22,F9,DEN,SLC,NO_DELAY
3,21,MQ,DAY,ORD,SEVERE_DELAY
6,12,DL,ATL,ORF,NO_DELAY
6,16,WN,PHX,ABQ,NO_DELAY
8,14,OO,ILM,ATL,NO_DELAY
9,12,AA,DEN,ORD,NO_DELAY
8,17,UA,SFO,OGG,NO_DELAY
11,12,HA,HNL,KOA,NO_DELAY
1,17,WN,MSY,HOU,SEVERE_DELAY
4,12,MQ,XNA,ORD,NO_DELAY
12,15,WN,OAK,DEN,MINOR_DELAY
2,16,UA,SRQ,ORD,NO_DELAY
1,15,WN,PHX,TPA,SEVERE_DELAY
2,20,OO,MSP,PIT,NO_DELAY
1,14,OO,DEN,RKS,NO_DELAY
5,7,YV,PHX,ONT,NO_DELAY
6,5,OH,BGR,DCA,NO_DELAY
3,8,OO,COU,DEN,MAJOR_DELAY
2,18,MQ,CWA,ORD,SEVERE_DELAY
9,15,WN,MCO,STL,NO_DELAY
6,10,WN,RDU,TPA,NO_DELAY
5,9,9E,LGA,CLT,NO_DELAY
5,17,9E,MSP,EWR,MAJOR_DELAY
4,18,AA,DFW,SJC,NO_DELAY
10,6,HA,KOA,HNL,NO_DELAY
2,18,AA,OGG,DFW,NO_DELAY
12,15,AA,ATL,LGA,NO_DELAY
2,12,9E,LGA,CLT,NO_DELAY
11,21,NK,LAX,FLL,NO_DELAY
7,13,WN,SAN,SLC,NO_DELAY
3,0,DL,PDX,MSP,NO_DELAY
5,13,WN,MDW,TPA,NO_DELAY
2,6,DL,LFT,ATL,MINOR_DELAY
4,7,WN,OAK,ATL,NO_DELAY
7,18,EV,LNK,ORD,NO_DELAY
6,19,B6,HOU,BOS,MAJOR_DELAY
1,5,OH,XNA,CLT,NO_DELAY
1,15,AS,SAN,SEA,MINOR_DELAY
8,17,YV,IAD,ORF,NO_DELAY
9,6,AA,DFW,LGA,NO_DELAY
5,9,OO,ORD,IND,NO_DELAY
8,8,DL,ATL,VPS,NO_DELAY
5,7,EV,AEX,IAH,MINOR_DELAY
12,10,G4,LAS,EUG,NO_DELAY
6,17,DL,ATL,COS,NO_DELAY
10,7,DL,SJU,JFK,NO_DELAY
10,19,AA,ORD,DCA,NO_DELAY
5,6,DL,MKE,MSP,NO_DELAY
3,10,AA,BUF,MIA,SEVERE_DELAY
10,13,UA,MIA,IAD,NO_DELAY
9,17,9E,CVG,DFW,NO_DELAY
5,10,DL,LGA,MSP,NO_DELAY
6,18,WN,ONT,PHX,NO_DELAY
8,5,G4,LAX,GJT,NO_DELAY
6,6,DL,SAN,SLC,MINOR_DELAY
2,15,WN,PVD,MDW,NO_DELAY
11,22,B6,EWR,FLL,NO_DELAY
4,12,OO,BUR,SJC,NO_DELAY
3,20,WN,ATL,BWI,MAJOR_DELAY
6,11,OO,ORD,DAY,MINOR_DELAY
7,7,AA,CLT,PHL,NO_DELAY
12,14,YX,EWR,CLT,NO_DELAY
7,7,AA,MFE,DFW,NO_DELAY
3,0,AA,LAX,MIA,NO_DELAY
5,11,WN,ALB,BWI,NO_DELAY
5,20,MQ,ORD,SUX,MINOR_DELAY
7,11,WN,DCA,STL,NO_DELAY
4,10,WN,SAN,DAL,NO_DELAY
7,7,WN,SLC,SJC,NO_DELAY
12,15,WN,MDW,CLT,MAJOR_DELAY
5,6,OO,IAD,DTW,NO_DELAY
11,21,AA,LGA,ORD,NO_DELAY
11,5,WN,PHX,STL,NO_DELAY
8,5,UA,MCO,EWR,NO_DELAY
6,12,WN,OMA,STL,NO_DELAY
6,20,NK,LAX,DFW,NO_DELAY
8,7,F9,MCO,TTN,NO_DELAY
6,19,AA,MSP,ORD,MINOR_DELAY
4,20,DL,MSP,MCI,NO_DELAY
3,19,YX,DCA,MEM,NO_DELAY
4,14,OO,ORD,GRR,NO_DELAY
11,19,DL,PIT,ATL,NO_DELAY
3,12,WN,LAS,ONT,NO_DELAY
6,19,OO,OMA,MSP,MAJOR_DELAY
10,13,AA,ABQ,ORD,NO_DELAY
5,18,DL,MCO,LGA,NO_DELAY
7,10,DL,DEN,SLC,MAJOR_DELAY
7,5,DL,BOS,MSP,NO_DELAY
2,18,OO,SFO,SLC,NO_DELAY
4,7,AA,PHL,BOS,NO_DELAY
8,16,OO,PSC,LAX,NO_DELAY
6,18,AS,AUS,SFO,NO_DELAY
8,10,HA,SFO,OGG,NO_DELAY
11,22,OO,ORD,LEX,NO_DELAY
7,22,9E,LGA,MHT,MINOR_DELAY
12,23,AA,SFO,PHL,MINOR_DELAY
8,7,DL,SAV,ATL,NO_DELAY
6,5,DL,ANC,MSP,MINOR_DELAY
10,20,AA,CLT,CLE,NO_DELAY
11,16,WN,HOU,DAL,NO_DELAY
3,7,UA,SFO,IAD,NO_DELAY
5,15,AA,LAX,DCA,MAJOR_DELAY
9,13,AA,BNA,DFW,NO_DELAY
10,14,DL,ATL,MCO,MINOR_DELAY
1,0,AS,FAI,SEA,NO_DELAY
11,12,AA,TUL,DFW,NO_DELAY
12,7,OO,DEN,DSM,NO_DELAY
6,18,AA,IND,DFW,SEVERE_DELAY
1,12,OO,DTW,LAN,NO_DELAY
1,15,AA,FLL,PHL,MAJOR_DELAY
1,19,OO,ATL,DHN,NO_DELAY
7,12,G4,TUL,LAX,MINOR_DELAY
2,15,UA,PHX,IAH,NO_DELAY
3,18,G4,SFB,MDT,NO_DELAY
5,17,AA,MSY,CLT,NO_DELAY
5,12,AA,DFW,MKE,NO_DELAY
1,14,AA,STX,CLT,NO_DELAY
4,8,DL,MSP,LAX,NO_DELAY
6,6,DL,MSN,DTW,NO_DELAY
7,12,F9,LAX,DEN,NO_DELAY
7,22,WN,DEN,ONT,NO_DELAY
12,10,UA,TPA,EWR,NO_DELAY
1,13,OO,OMA,MSP,NO_DELAY
3,12,DL,DTW,SEA,NO_DELAY
5,17,AS,SEA,IAH,NO_DELAY
10,10,UA,DEN,SFO,NO_DELAY
3,10,B6,TPA,BOS,NO_DELAY
3,14,AS,SCC,ANC,MINOR_DELAY
5,8,WN,SAN,OAK,NO_DELAY
10,14,YV,JAX,IAD,MINOR_DELAY
10,18,NK,RSW,BOS,NO_DELAY
9,20,NK,FLL,LAS,NO_DELAY
4,13,YV,IAH,OMA,MAJOR_DELAY
5,0,DL,LAS,ATL,NO_DELAY
1,13,DL,MSP,ATL,NO_DELAY
2,20,OH,PHL,ORF,NO_DELAY
4,16,NK,PHL,MCO,NO_DELAY
1,18,WN,BWI,TPA,NO_DELAY
2,5,AA,OMA,DFW,MINOR_DELAY
1,17,WN,HOU,LAS,NO_DELAY
1,22,YV,PHX,ELP,NO_DELAY
2,11,AA,CLT,ORF,NO_DELAY
3,18,F9,COS,LAS,NO_DELAY
2,11,WN,STL,DSM,NO_DELAY
9,5,9E,EVV,ATL,NO_DELAY
8,10,AA,MSP,CLT,NO_DELAY
1,23,UA,LAX,ORD,MINOR_DELAY
7,14,WN,BOI,DEN,NO_DELAY
5,21,AA,MIA,SEA,MAJOR_DELAY
2,17,DL,RDU,SLC,NO_DELAY
9,10,DL,SLC,ATL,NO_DELAY
1,7,OH,CLT,MOB,NO_DELAY
10,6,UA,ORD,DEN,NO_DELAY
4,5,MQ,CLE,MIA,NO_DELAY
2,16,F9,PHX,COS,NO_DELAY
10,8,OO,BOI,LAX,NO_DELAY
9,16,OO,PSC,SLC,NO_DELAY
10,12,B6,LGB,SFO,NO_DELAY
11,17,B6,FLL,AUS,NO_DELAY
9,15,WN,LAX,BNA,NO_DELAY
12,16,NK,DTW,MCO,NO_DELAY
2,6,OH,OAJ,CLT,NO_DELAY
11,23,F9,LAS,MIA,NO_DELAY
10,12,OH,TYS,CLT,NO_DELAY
7,8,B6,FLL,SJU,MINOR_DELAY
11,21,WN,LAX,MCI,SEVERE_DELAY
2,18,9E,LGA,PIT,MINOR_DELAY
7,20,OO,SLC,TUL,NO_DELAY
7,20,OO,SLC,ASE,NO_DELAY
5,11,AS,YAK,CDV,NO_DELAY
12,18,NK,MCO,RDU,MAJOR_DELAY
12,11,UA,ORD,MCO,NO_DELAY
11,7,AA,LGA,DFW,NO_DELAY
11,16,YV,GJT,DFW,NO_DELAY
4,12,DL,LAS,JFK,MAJOR_DELAY
4,7,WN,PIT,BNA,MAJOR_DELAY
7,18,9E,IAH,CVG,NO_DELAY
10,9,DL,BHM,ATL,NO_DELAY
1,21,UA,ORD,SFO,NO_DELAY
5,13,AA,DFW,XNA,SEVERE_DELAY
7,5,AS,LAX,SEA,NO_DELAY
7,18,AA,DFW,OKC,NO_DELAY
8,6,OO,GTF,SLC,NO_DELAY
10,22,DL,ATL,ORD,NO_DELAY
1,11,OO,SAF,DFW,NO_DELAY
8,19,DL,LAX,SEA,NO_DELAY
11,18,NK,ACY,MCO,NO_DELAY
5,11,UA,SFO,PIT,MAJOR_DELAY
3,19,DL,LGA,TPA,NO_DELAY
3,8,AA,PHX,SAN,NO_DELAY
8,20,DL,EWR,ATL,MINOR_DELAY
9,20,AA,ATL,CLT,NO_DELAY
9,12,WN,DAL,LAS,NO_DELAY
6,15,OO,DFW,SAF,MINOR_DELAY
8,18,OO,LAX,COS,NO_DELAY
4,6,DL,CVG,ATL,NO_DELAY
7,8,AA,DFW,LGA,NO_DELAY
12,8,EV,ORD,GSP,NO_DELAY
9,9,WN,DEN,SLC,MINOR_DELAY
8,9,B6,BQN,MCO,NO_DELAY
12,18,YV,ECP,DFW,SEVERE_DELAY
12,10,NK,MSY,CLE,NO_DELAY
5,8,MQ,DFW,TXK,MINOR_DELAY
10,14,YX,IAH,LIT,NO_DELAY
10,15,DL,MSP,ATL,NO_DELAY
2,10,YV,HOU,DFW,NO_DELAY
4,8,9E,BWI,CVG,NO_DELAY
1,14,UA,IAH,AUS,NO_DELAY
10,5,EV,MSN,EWR,NO_DELAY
4,11,MQ,GSO,CLT,NO_DELAY
10,13,DL,MSP,BOS,MAJOR_DELAY
10,20,WN,AUS,DAL,MINOR_DELAY
5,7,MQ,AVP,ORD,NO_DELAY
12,2,F9,DEN,PHL,MAJOR_DELAY
10,10,WN,LAX,SJC,NO_DELAY
6,6,YX,IND,CLT,NO_DELAY
1,19,UA,IAH,BOS,MAJOR_DELAY
9,21,DL,ATL,EWR,MAJOR_DELAY
5,17,WN,BDL,BWI,NO_DELAY
4,11,WN,DTW,LAS,NO_DELAY
3,20,WN,OAK,PDX,MINOR_DELAY
11,18,AA,MIA,LAX,NO_DELAY
4,15,OH,GSO,PHL,NO_DELAY
4,10,WN,DTW,MDW,NO_DELAY
10,14,AA,DCA,ATL,NO_DELAY
9,14,DL,ATL,STL,NO_DELAY
12,13,AA,DCA,DFW,NO_DELAY
11,17,WN,SJU,HOU,NO_DELAY
11,9,AA,PHX,STL,NO_DELAY
6,17,UA,DEN,CVG,NO_DELAY
6,7,AA,JFK,SEA,MINOR_DELAY
11,21,UA,ATL,SFO,MAJOR_DELAY
2,15,DL,DEN,SEA,NO_DELAY
3,10,WN,ATL,LAX,MAJOR_DELAY
2,8,MQ,XNA,DFW,NO_DELAY
5,20,B6,DCA,BOS,NO_DELAY
2,13,AA,CLT,CLE,NO_DELAY
11,20,9E,MSP,EWR,NO_DELAY
7,15,WN,BWI,SAT,NO_DELAY
5,8,WN,ELP,DAL,NO_DELAY
3,8,DL,GRB,DTW,NO_DELAY
5,23,WN,MDW,DCA,MAJOR_DELAY
12,13,WN,RNO,LAS,MINOR_DELAY
6,9,OO,ORD,DLH,MINOR_DELAY
11,8,WN,PVD,BWI,NO_DELAY
11,5,AA,ATL,PHL,MINOR_DELAY
11,12,DL,ATL,LAX,NO_DELAY
10,13,UA,SFO,LAS,NO_DELAY
7,16,YX,BNA,BOS,SEVERE_DELAY
1,15,DL,ATL,VPS,NO_DELAY
2,8,OO,SLC,OAK,NO_DELAY
7,5,DL,LFT,ATL,NO_DELAY
11,11,DL,CAE,ATL,NO_DELAY
12,20,NK,IAH,LAS,MINOR_DELAY
4,15,NK,LAX,LAS,NO_DELAY
4,19,YX,IAH,LIT,NO_DELAY
2,5,WN,DAL,LGA,NO_DELAY
6,15,AA,STL,ORD,NO_DELAY
12,16,DL,BWI,ATL,NO_DELAY
9,5,OO,XNA,ORD,NO_DELAY
8,9,DL,ATL,JAN,NO_DELAY
6,10,AA,SEA,ORD,MINOR_DELAY
2,9,DL,ATL,SAN,NO_DELAY
11,21,B6,DCA,BOS,NO_DELAY
7,5,OO,SPI,ORD,NO_DELAY
10,8,B6,BWI,BOS,NO_DELAY
4,9,WN,SMF,LAS,NO_DELAY
1,12,WN,ISP,TPA,NO_DELAY
7,17,UA,DEN,ATL,NO_DELAY
9,19,WN,STL,PHX,NO_DELAY
4,16,B6,SRQ,BOS,MINOR_DELAY
12,7,OO,DAL,SFO,NO_DELAY
10,20,AA,ORD,JFK,NO_DELAY
3,11,F9,TTN,FLL,NO_DELAY
1,6,WN,RDU,FLL,NO_DELAY
7,18,OO,LAX,MRY,NO_DELAY
5,6,DL,SDF,ATL,NO_DELAY
11,17,UA,SFO,AUS,MINOR_DELAY
4,5,DL,LAS,DTW,NO_DELAY
7,6,AA,COS,DFW,NO_DELAY
1,6,AA,ATL,MIA,NO_DELAY
1,11,OO,SLC,FAT,MINOR_DELAY
12,16,OO,DEN,XNA,NO_DELAY
1,5,OH,DTW,DCA,NO_DELAY
10,7,WN,PHX,SAN,NO_DELAY
11,7,AA,CLT,PHL,NO_DELAY
3,16,UA,DEN,PDX,MAJOR_DELAY
7,12,AA,GSO,CLT,NO_DELAY
5,8,WN,BNA,ATL,NO_DELAY
8,8,DL,ATL,SEA,NO_DELAY
12,8,AA,LAX,SFO,NO_DELAY
2,6,UA,RDU,SFO,NO_DELAY
10,21,G4,OAK,LAS,NO_DELAY
10,9,DL,MSP,SFO,NO_DELAY
12,16,WN,CMH,FLL,NO_DELAY
9,18,DL,IND,ATL,NO_DELAY
7,13,WN,MCI,MCO,MINOR_DELAY
2,19,UA,EWR,PSP,MINOR_DELAY
11,22,DL,ATL,DAY,NO_DELAY
6,13,AA,DFW,STL,MAJOR_DELAY
8,19,YV,SBA,PHX,NO_DELAY
12,19,9E,CLE,BDL,NO_DELAY
9,0,AA,SLC,CLT,NO_DELAY
7,7,AA,RDU,PHX,NO_DELAY
9,20,WN,LAS,TUS,MINOR_DELAY
8,10,WN,MCI,MCO,NO_DELAY
4,8,AA,LAS,MIA,NO_DELAY
12,23,F9,MCO,ATL,NO_DELAY
8,18,WN,IND,MCI,NO_DELAY
5,7,EV,AEX,IAH,MINOR_DELAY
1,9,AS,SEA,LAS,MINOR_DELAY
7,13,DL,ATL,MKE,NO_DELAY
12,10,UA,SFO,EWR,MAJOR_DELAY
11,16,YX,CMH,LGA,MINOR_DELAY
7,12,WN,STL,CLE,NO_DELAY
8,13,DL,SNA,SLC,NO_DELAY
12,16,AA,LGA,MIA,NO_DELAY
7,12,WN,DEN,CLE,MAJOR_DELAY
11,14,OH,SAV,DCA,NO_DELAY
3,20,AS,SFO,PSP,MINOR_DELAY
3,8,UA,DEN,LAS,NO_DELAY
6,7,AA,DFW,MSP,NO_DELAY
6,8,WN,HOU,BNA,NO_DELAY
7,15,DL,FLL,MSP,MAJOR_DELAY
10,13,AA,LAX,CLT,NO_DELAY
5,10,WN,CLT,MDW,NO_DELAY
9,18,OO,GJT,PHX,NO_DELAY
6,15,AA,CLT,BOS,NO_DELAY
4,8,WN,BUR,SMF,NO_DELAY
2,9,WN,STL,CMH,MAJOR_DELAY
3,6,DL,PBI,ATL,NO_DELAY
1,16,WN,SEA,SJC,MINOR_DELAY
3,18,YX,MIA,RSW,NO_DELAY
4,16,F9,LAS,CVG,NO_DELAY
10,10,WN,MDW,LAS,NO_DELAY
6,13,NK,CAK,MCO,MINOR_DELAY
5,13,UA,ORD,MCI,MINOR_DELAY
3,22,HA,OGG,HNL,NO_DELAY
8,17,AA,FLL,DFW,NO_DELAY
5,15,B6,SLC,LGB,NO_DELAY
8,16,OO,SMF,SLC,NO_DELAY
5,14,OO,LAX,MMH,NO_DELAY
5,15,OH,PIT,DCA,NO_DELAY
2,19,AA,ORD,AUS,MAJOR_DELAY
2,19,YV,PHX,AMA,NO_DELAY
6,13,WN,PHX,LAS,NO_DELAY
10,9,YV,PNS,DFW,NO_DELAY
5,20,WN,BWI,DAL,MAJOR_DELAY
10,10,WN,MDW,LAS,NO_DELAY
1,18,UA,CMH,ORD,MAJOR_DELAY
1,8,AA,TPA,MIA,NO_DELAY
10,14,YX,DEN,GJT,MAJOR_DELAY
12,16,YX,MIA,MSY,NO_DELAY
5,17,WN,BOI,OAK,NO_DELAY
1,15,NK,SJU,MCO,NO_DELAY
12,17,OO,ORD,MKE,NO_DELAY
11,19,EV,IAH,MOB,NO_DELAY
10,5,DL,AVP,ATL,NO_DELAY
4,19,WN,BNA,STL,NO_DELAY
6,16,DL,BOS,ATL,MINOR_DELAY
10,13,DL,DEN,MSP,NO_DELAY
4,7,DL,DFW,DTW,NO_DELAY
4,16,G4,CVG,FLL,NO_DELAY
8,19,AA,MCO,PHL,MAJOR_DELAY
10,22,AA,CLT,CLE,NO_DELAY
10,16,YV,IAH,TUL,NO_DELAY
5,14,OO,BFF,DEN,NO_DELAY
12,19,YV,PHX,YUM,NO_DELAY
5,20,DL,SLC,JAC,NO_DELAY
5,22,YV,IAH,AUS,NO_DELAY
1,17,WN,MDW,CMH,MAJOR_DELAY
8,10,YV,MAF,DFW,NO_DELAY
11,22,DL,ATL,OMA,NO_DELAY
7,13,DL,LGA,ATL,NO_DELAY
6,17,WN,ATL,JAX,SEVERE_DELAY
5,18,UA,OKC,IAH,MINOR_DELAY
2,7,UA,SFO,IAD,NO_DELAY
8,8,UA,BOS,SFO,MINOR_DELAY
9,18,MQ,ORD,SYR,NO_DELAY
10,8,WN,LAX,SJC,NO_DELAY
3,15,WN,MCO,ATL,NO_DELAY
7,14,AA,LAX,BOS,MINOR_DELAY
8,6,DL,SJC,MSP,NO_DELAY
7,14,WN,OAK,LAS,MINOR_DELAY
11,19,OO,SDF,DTW,NO_DELAY
2,13,UA,DEN,SAN,NO_DELAY
8,23,UA,LAX,IAD,MINOR_DELAY
1,13,DL,TPA,ATL,NO_DELAY
9,8,DL,EWR,ATL,NO_DELAY
4,13,WN,PHX,SLC,NO_DELAY
5,7,WN,LAX,SJC,NO_DELAY
2,5,AA,MSP,PHL,NO_DELAY
8,12,DL,FLL,LGA,NO_DELAY
9,17,AS,SEA,LAX,NO_DELAY
2,22,YV,IAD,PIT,NO_DELAY
9,20,YX,CLT,IND,NO_DELAY
1,15,WN,PDX,SMF,NO_DELAY
5,8,UA,BIL,DEN,SEVERE_DELAY
9,8,UA,SFO,PHL,NO_DELAY
2,7,WN,MSY,SAN,NO_DELAY
4,5,AS,ANC,SEA,NO_DELAY
2,15,B6,JFK,RSW,NO_DELAY
6,20,B6,PBI,JFK,MINOR_DELAY
9,10,9E,LGA,CVG,NO_DELAY
7,18,UA,SAT,IAH,NO_DELAY
10,7,YX,IND,IAH,NO_DELAY
5,11,AA,LGA,CLT,NO_DELAY
1,5,DL,MEM,ATL,NO_DELAY
10,18,UA,ORD,MSP,NO_DELAY
5,20,OO,DEN,LAR,NO_DELAY
7,18,WN,LAS,ATL,MINOR_DELAY
5,20,OO,MSP,CID,NO_DELAY
5,9,9E,TUL,ATL,NO_DELAY
10,8,WN,BWI,SAT,NO_DELAY
2,9,AA,CLT,EWR,NO_DELAY
8,22,F9,SMF,LAS,MAJOR_DELAY
4,17,DL,DTW,MKE,NO_DELAY
11,16,YV,AMA,DFW,NO_DELAY
11,11,AA,PBI,PHL,NO_DELAY
9,18,DL,SEA,SJC,SEVERE_DELAY
10,8,UA,EWR,LAS,NO_DELAY
8,12,WN,MKE,ATL,NO_DELAY
5,20,WN,STL,MSY,NO_DELAY
7,16,DL,DCA,SLC,NO_DELAY
6,16,WN,BWI,MSY,MAJOR_DELAY
8,13,HA,LIH,HNL,NO_DELAY
10,6,DL,SLC,ATL,NO_DELAY
12,12,WN,BNA,PHX,NO_DELAY
9,11,OH,CLT,DAY,NO_DELAY
3,17,WN,LGA,DEN,NO_DELAY
11,19,OO,DEN,SGU,MINOR_DELAY
4,14,OO,DEN,LAR,NO_DELAY
12,13,DL,ATL,MCO,NO_DELAY
7,19,UA,ATL,SFO,NO_DELAY
6,16,DL,ATL,MKE,MINOR_DELAY
4,8,MQ,DFW,GJT,NO_DELAY
11,9,WN,HOU,BNA,NO_DELAY
1,11,MQ,ORD,CWA,MINOR_DELAY
1,17,YV,MFE,DFW,NO_DELAY
10,10,AA,MIA,STT,NO_DELAY
8,18,MQ,AZO,ORD,NO_DELAY
9,10,AA,DFW,HNL,MAJOR_DELAY
12,9,NK,IAH,LAS,NO_DELAY
4,8,WN,DAL,ELP,NO_DELAY
5,17,9E,TYS,DTW,NO_DELAY
5,12,EV,IAH,MFE,NO_DELAY
10,6,OH,DCA,PVD,NO_DELAY
4,21,NK,ATL,LAS,SEVERE_DELAY
2,9,HA,HNL,OGG,NO_DELAY
2,14,B6,FLL,EWR,MINOR_DELAY
5,20,DL,DTW,ORD,NO_DELAY
10,22,OO,ORD,BNA,NO_DELAY
3,12,HA,OGG,HNL,NO_DELAY
3,21,WN,LGB,OAK,MAJOR_DELAY
2,11,AA,CLT,LGA,MINOR_DELAY
3,11,WN,ATL,RIC,NO_DELAY
9,6,AA,CMH,LAX,NO_DELAY
12,6,UA,SFO,SEA,NO_DELAY
8,12,9E,ALB,ATL,NO_DELAY
7,21,WN,PHX,ONT,NO_DELAY
8,12,DL,OKC,ATL,NO_DELAY
10,12,B6,BUF,JFK,NO_DELAY
9,20,NK,DFW,LAS,NO_DELAY
7,12,OO,MSP,SBN,NO_DELAY
12,5,WN,STL,TPA,NO_DELAY
6,18,YX,GSO,MIA,NO_DELAY
12,15,WN,DEN,PHX,MAJOR_DELAY
11,8,WN,MCI,MDW,NO_DELAY
4,12,OO,ORD,FWA,NO_DELAY
2,12,DL,PBI,BOS,MINOR_DELAY
2,20,WN,SAT,DAL,NO_DELAY
6,6,AA,MIA,PHL,NO_DELAY
6,11,OH,CLT,PVD,NO_DELAY
8,8,WN,BWI,FLL,NO_DELAY
5,15,OO,DEN,ASE,MAJOR_DELAY
9,13,MQ,PNS,DFW,NO_DELAY
7,13,AA,DFW,PNS,NO_DELAY
10,9,DL,MSP,TPA,NO_DELAY
11,20,OH,GSP,CLT,NO_DELAY
6,8,9E,DTW,TYS,NO_DELAY
9,18,AA,MCI,PHX,NO_DELAY
5,19,WN,LAS,HOU,MINOR_DELAY
5,14,AA,LAX,HNL,MINOR_DELAY
6,10,AA,DFW,PBI,NO_DELAY
1,11,OO,DEN,HDN,MINOR_DELAY
7,6,WN,MSY,MCO,NO_DELAY
9,16,DL,ATL,EWR,SEVERE_DELAY
1,15,NK,IAH,LAX,NO_DELAY
2,19,9E,PIT,LGA,NO_DELAY
6,7,WN,BUR,SJC,NO_DELAY
5,11,WN,MSY,DAL,NO_DELAY
8,10,B6,LGA,BOS,NO_DELAY
7,17,DL,ATL,CLT,NO_DELAY
3,20,AA,CLT,SLC,NO_DELAY
7,11,WN,HOU,LGA,NO_DELAY
3,14,EV,VPS,IAH,NO_DELAY
4,10,OO,IND,ORD,NO_DELAY
5,18,WN,MCI,ATL,NO_DELAY
6,7,OO,MLU,ATL,MAJOR_DELAY
3,12,9E,ATL,BMI,NO_DELAY
4,9,EV,JAN,IAH,SEVERE_DELAY
8,14,DL,DFW,SLC,NO_DELAY
12,16,OO,PVD,DTW,NO_DELAY
6,7,AA,DCA,ORD,NO_DELAY
6,12,WN,PDX,SMF,NO_DELAY
10,20,MQ,ORD,DBQ,MINOR_DELAY
7,9,HA,HNL,LIH,NO_DELAY
7,6,DL,PIT,ATL,NO_DELAY
10,10,9E,CHO,ATL,NO_DELAY
10,14,F9,DEN,PDX,NO_DELAY
12,9,DL,BNA,ATL,NO_DELAY
3,20,AA,PHL,PIT,NO_DELAY
4,10,YX,MEM,PHL,NO_DELAY
4,20,WN,STL,LGA,NO_DELAY
2,9,YV,AUS,IAH,MAJOR_DELAY
2,8,WN,BNA,BWI,NO_DELAY
1,5,MQ,GSO,CLT,NO_DELAY
8,20,OO,TYS,ORD,NO_DELAY
3,7,DL,CVG,ATL,NO_DELAY
3,12,OO,BTR,DFW,NO_DELAY
9,5,UA,MSY,IAH,NO_DELAY
6,12,AA,SJU,PHL,NO_DELAY
6,10,AA,ABQ,DFW,NO_DELAY
2,14,DL,ORF,ATL,NO_DELAY
8,6,AA,MIA,PHL,NO_DELAY
9,20,OO,DEN,ELP,NO_DELAY
4,6,DL,JFK,SFO,NO_DELAY
9,8,OO,ORD,ABE,NO_DELAY
1,9,DL,IAD,ATL,NO_DELAY
12,11,AA,PHX,ATL,NO_DELAY
11,9,DL,ATL,AUS,NO_DELAY
4,7,WN,BUR,SJC,NO_DELAY
2,17,OO,BHM,ORD,NO_DELAY
8,12,YX,EWR,CVG,NO_DELAY
6,9,OH,ILM,CLT,NO_DELAY
3,11,YX,DCA,PBI,NO_DELAY
4,10,UA,EWR,FLL,MAJOR_DELAY
12,12,DL,DTW,DFW,NO_DELAY
6,11,UA,SNA,DEN,NO_DELAY
4,14,WN,RDU,BWI,NO_DELAY
6,19,WN,DTW,MDW,MAJOR_DELAY
8,12,WN,LAS,ICT,NO_DELAY
9,13,WN,PHX,SJC,NO_DELAY
4,6,DL,MSY,LAX,NO_DELAY
5,12,OO,RDM,SFO,SEVERE_DELAY
8,6,B6,BOS,AUS,NO_DELAY
8,14,EV,IAH,LRD,NO_DELAY
1,17,OO,SUN,SLC,NO_DELAY
6,10,MQ,CVG,ORD,SEVERE_DELAY
3,9,MQ,FAY,CLT,NO_DELAY
3,19,AA,BUF,CLT,NO_DELAY
3,0,B6,LAX,BOS,NO_DELAY
8,19,WN,RSW,ATL,NO_DELAY
9,12,YV,JLN,DFW,NO_DELAY
9,9,DL,ECP,ATL,NO_DELAY
1,6,YV,GSP,IAD,NO_DELAY
4,12,OO,BJI,MSP,NO_DELAY
7,16,WN,MDW,STL,NO_DELAY
4,10,DL,CVG,DEN,NO_DELAY
1,7,AS,SEA,BWI,MINOR_DELAY
