FL_MONTH,DEP_HOUR,OP_UNIQUE_CARRIER,ORIGIN,DEST,DELAY_CATEGORY
1,17,NK,TPA,DTW,NO_DELAY
10,16,AS,LAX,SJC,NO_DELAY
4,7,AA,PHX,ORD,NO_DELAY
3,13,UA,IAD,EWR,MAJOR_DELAY
12,7,B6,BUF,JFK,NO_DELAY
7,16,AA,PHX,DFW,NO_DELAY
11,15,EV,RDU,IAH,NO_DELAY
6,20,DL,SLC,MCI,SEVERE_DELAY
12,15,UA,STT,EWR,NO_DELAY
4,16,MQ,SUX,ORD,NO_DELAY
5,10,DL,LGA,ORD,NO_DELAY
6,14,DL,CMH,ATL,NO_DELAY
1,13,UA,ORD,MSY,MINOR_DELAY
11,15,EV,ORD,CLT,MAJOR_DELAY
3,21,B6,LGA,MCO,NO_DELAY
9,11,OO,FAT,SEA,NO_DELAY
1,10,AA,LAX,STL,NO_DELAY
12,21,AA,MIA,LAX,NO_DELAY
7,20,YX,DTW,ORD,MINOR_DELAY
5,7,WN,DTW,MDW,NO_DELAY
8,16,G4,CVG,SRQ,NO_DELAY
3,17,WN,BNA,STL,MAJOR_DELAY
12,20,AS,FAI,ANC,NO_DELAY
9,14,OO,LAX,RNO,NO_DELAY
4,20,UA,AUS,IAH,MINOR_DELAY
12,18,OH,DAY,PHL,NO_DELAY
3,5,DL,DAB,ATL,NO_DELAY
11,7,WN,TPA,LGA,NO_DELAY
9,13,AA,STL,DFW,NO_DELAY
2,7,WN,RDU,LAS,NO_DELAY
2,9,AS,SAN,SFO,MINOR_DELAY
2,12,UA,DEN,SFO,MAJOR_DELAY
5,9,OO,DTW,ROC,NO_DELAY
7,19,WN,OAK,SNA,NO_DELAY
4,15,DL,MCO,DTW,NO_DELAY
7,14,WN,MKE,DEN,NO_DELAY
10,13,OO,PAE,SFO,NO_DELAY
5,5,WN,ALB,MCO,NO_DELAY
8,21,DL,ATL,XNA,NO_DELAY
2,6,UA,SFO,EWR,NO_DELAY
6,19,B6,DCA,BOS,MAJOR_DELAY
7,21,WN,DCA,DAL,MAJOR_DELAY
8,15,OH,PHL,MYR,NO_DELAY
7,6,OO,TYS,ORD,NO_DELAY
9,7,AA,SAN,ORD,NO_DELAY
8,6,OH,GPT,CLT,NO_DELAY
12,8,9E,MCI,LGA,NO_DELAY
11,18,OO,VEL,DEN,NO_DELAY
4,9,WN,OAK,DEN,NO_DELAY
11,5,EV,TUL,ORD,NO_DELAY
10,14,OO,FSD,MSP,MINOR_DELAY
11,8,DL,SFO,JFK,NO_DELAY
8,19,NK,LAX,LAS,SEVERE_DELAY
10,17,OO,DEN,MKE,MINOR_DELAY
10,16,WN,OMA,MDW,NO_DELAY
8,4,OH,BHM,CLT,NO_DELAY
7,16,UA,LAX,ORD,NO_DELAY
4,17,DL,ATL,HOU,MAJOR_DELAY
6,10,EV,SAV,ORD,NO_DELAY
12,7,OH,ORF,DCA,NO_DELAY
5,21,B6,BOS,RDU,NO_DELAY
7,13,WN,MCI,MCO,NO_DELAY
5,10,OO,DTW,ABE,NO_DELAY
4,16,AA,MIA,ORD,NO_DELAY
3,11,UA,IAH,DCA,NO_DELAY
10,20,DL,SFO,JFK,NO_DELAY
12,9,DL,RDU,DTW,NO_DELAY
9,12,WN,TPA,PIT,NO_DELAY
1,6,AS,SJC,JFK,NO_DELAY
6,0,NK,LAS,IAH,NO_DELAY
10,6,YX,SDF,MIA,NO_DELAY
3,7,DL,SJU,ATL,NO_DELAY
7,11,9E,EVV,DTW,NO_DELAY
2,15,AA,DFW,ABQ,NO_DELAY
10,16,DL,ATL,OMA,NO_DELAY
5,6,YX,IND,IAH,NO_DELAY
3,14,NK,CLE,RSW,NO_DELAY
1,16,OO,RNO,LAX,NO_DELAY
6,6,MQ,SGF,DFW,NO_DELAY
2,20,B6,LAS,BOS,NO_DELAY
9,13,EV,HSV,IAH,NO_DELAY
7,13,OO,BGM,DTW,SEVERE_DELAY
2,8,F9,DEN,SNA,MINOR_DELAY
8,17,WN,HOU,MSY,NO_DELAY
11,12,DL,DTW,GSP,NO_DELAY
4,12,DL,ATL,JFK,SEVERE_DELAY
4,6,AA,JFK,DFW,MINOR_DELAY
9,16,UA,AUS,IAH,NO_DELAY
10,22,OH,CLT,MHT,NO_DELAY
2,18,OO,MSP,IAH,MAJOR_DELAY
8,16,YV,MRY,PHX,NO_DELAY
8,17,UA,IAD,LAX,NO_DELAY
8,8,WN,LAS,TUS,NO_DELAY
5,12,NK,EWR,MCO,SEVERE_DELAY
3,7,WN,MDW,DEN,NO_DELAY
5,19,OO,MSP,FSD,NO_DELAY
3,8,YV,PHX,MTJ,MINOR_DELAY
6,16,AA,CLT,STL,NO_DELAY
5,5,AS,JNU,SEA,NO_DELAY
9,7,UA,EWR,ORD,NO_DELAY
5,18,OH,TYS,CLT,NO_DELAY
7,12,OO,LAX,SBP,NO_DELAY
7,12,WN,MCO,BWI,NO_DELAY
12,11,DL,LAS,ATL,NO_DELAY
5,18,B6,JFK,LAX,NO_DELAY
3,18,AS,PDX,SFO,NO_DELAY
11,19,YX,CMH,EWR,NO_DELAY
4,16,EV,EWR,CLE,NO_DELAY
10,20,AA,ORD,JFK,NO_DELAY
10,11,YV,JAX,DFW,NO_DELAY
5,20,AA,MIA,MCO,NO_DELAY
3,15,WN,TPA,MDW,NO_DELAY
7,14,OO,ORD,LSE,NO_DELAY
5,6,AS,SJC,LIH,NO_DELAY
9,7,WN,RDU,FLL,NO_DELAY
12,17,NK,FLL,BDL,NO_DELAY
8,9,AA,LAX,MIA,NO_DELAY
4,6,WN,SMF,SAN,NO_DELAY
8,11,DL,MSP,ATL,NO_DELAY
4,20,AA,CLT,RIC,NO_DELAY
12,11,OO,IAH,PNS,NO_DELAY
11,23,F9,DEN,SFO,SEVERE_DELAY
8,15,OO,DAL,SEA,NO_DELAY
12,12,B6,CLT,BOS,MAJOR_DELAY
9,12,EV,GRK,IAH,MINOR_DELAY
4,16,WN,MSY,OAK,NO_DELAY
4,18,WN,DAL,ELP,NO_DELAY
9,15,OO,LAX,SBA,NO_DELAY
4,22,DL,ATL,MLB,NO_DELAY
4,16,YV,MRY,PHX,NO_DELAY
9,9,B6,FLL,DCA,NO_DELAY
7,5,YX,ROC,LGA,NO_DELAY
12,18,NK,DFW,FLL,NO_DELAY
10,20,YV,IAH,IND,MAJOR_DELAY
12,18,OO,SAN,LAX,NO_DELAY
7,5,DL,DEN,SLC,NO_DELAY
1,21,YV,PHX,RNO,NO_DELAY
5,6,OO,LIT,DTW,NO_DELAY
8,9,UA,SFO,SNA,MINOR_DELAY
2,15,DL,MSP,DCA,NO_DELAY
11,22,AA,ORD,SMF,NO_DELAY
6,13,MQ,DFW,CID,MINOR_DELAY
5,16,OO,TVC,MSP,NO_DELAY
10,10,UA,ORD,DEN,MINOR_DELAY
7,7,DL,ORF,ATL,NO_DELAY
12,21,WN,OAK,LAS,MINOR_DELAY
2,6,OO,GRB,ORD,MAJOR_DELAY
6,11,DL,SEA,ANC,NO_DELAY
2,15,UA,LAS,IAD,MAJOR_DELAY
12,5,AA,CLT,LGA,NO_DELAY
10,6,HA,HNL,ITO,NO_DELAY
2,8,WN,LAS,BOI,NO_DELAY
10,19,DL,JFK,MSP,NO_DELAY
10,15,DL,ATL,DAY,NO_DELAY
5,13,WN,DEN,BOI,NO_DELAY
11,14,WN,RNO,PHX,NO_DELAY
9,16,YV,BWI,IAH,MAJOR_DELAY
11,20,F9,CVG,PHX,NO_DELAY
4,11,NK,MCO,CLE,NO_DELAY
5,16,HA,LIH,HNL,MINOR_DELAY
1,10,DL,ATL,CMH,NO_DELAY
3,20,AA,ORD,AUS,NO_DELAY
10,16,AA,BNA,CLT,NO_DELAY
4,11,UA,AUS,IAD,NO_DELAY
1,18,OO,BOI,SLC,NO_DELAY
8,21,EV,ORD,GRB,NO_DELAY
7,9,OO,PVD,DTW,NO_DELAY
7,7,AA,RDU,DFW,NO_DELAY
6,19,G4,LAS,OAK,NO_DELAY
11,20,UA,EWR,IAD,MAJOR_DELAY
12,5,OO,HLN,MSP,NO_DELAY
11,12,OO,IAD,MSP,NO_DELAY
5,20,EV,ORD,ROA,SEVERE_DELAY
9,21,OO,JFK,BOS,NO_DELAY
9,19,WN,CMH,MCO,NO_DELAY
9,10,AA,MIA,ORD,NO_DELAY
1,17,YX,DCA,LGA,MAJOR_DELAY
6,13,AA,SFO,PHX,MAJOR_DELAY
6,1,AA,PHX,CLT,NO_DELAY
1,8,WN,BWI,PBI,NO_DELAY
11,19,UA,ORD,MCI,MAJOR_DELAY
10,13,OO,ASE,SLC,NO_DELAY
6,9,AA,DFW,ELP,NO_DELAY
12,19,OH,DTW,CLT,NO_DELAY
9,13,DL,ATL,MSP,MINOR_DELAY
10,13,YX,DCA,MSY,MINOR_DELAY
9,17,UA,IAH,SAT,MINOR_DELAY
1,18,AA,BDL,PHL,NO_DELAY
3,18,AA,DFW,JFK,NO_DELAY
6,8,OO,ORD,COU,NO_DELAY
10,14,UA,IAH,LAS,NO_DELAY
4,14,OO,GFK,MSP,NO_DELAY
1,12,WN,BUR,SJC,NO_DELAY
8,16,DL,MIA,DTW,MAJOR_DELAY
1,12,DL,DEN,SEA,NO_DELAY
11,12,WN,SAT,DAL,NO_DELAY
7,19,MQ,JFK,ORF,NO_DELAY
9,16,WN,HOU,ABQ,NO_DELAY
10,15,OO,DTW,ROC,NO_DELAY
4,18,DL,RSW,MSP,NO_DELAY
6,23,B6,ANC,PDX,NO_DELAY
4,6,WN,MDW,DCA,MINOR_DELAY
2,9,AA,PHL,RDU,MAJOR_DELAY
2,14,WN,LAX,DEN,MAJOR_DELAY
2,18,AS,PDX,SFO,NO_DELAY
10,9,AA,DFW,SJC,NO_DELAY
4,6,MQ,BPT,DFW,NO_DELAY
5,14,AS,ANC,SEA,NO_DELAY
4,17,AA,MSY,DFW,NO_DELAY
2,5,UA,MSP,DEN,NO_DELAY
1,11,AA,CLT,MDT,NO_DELAY
2,17,AS,PDX,SNA,NO_DELAY
5,7,OO,SLC,LAX,NO_DELAY
2,15,YX,RSW,MIA,NO_DELAY
5,22,MQ,MIA,SAV,NO_DELAY
8,7,9E,CVG,ORD,NO_DELAY
11,7,DL,LGA,ATL,NO_DELAY
3,6,WN,RNO,MDW,MINOR_DELAY
4,18,YX,BNA,IAH,NO_DELAY
12,12,YX,STL,LGA,NO_DELAY
6,17,B6,MCO,SJU,MAJOR_DELAY
2,5,AA,MCO,DFW,NO_DELAY
2,9,WN,SAN,SJC,NO_DELAY
3,5,DL,BOI,MSP,NO_DELAY
3,15,OO,SLC,RNO,NO_DELAY
8,15,WN,MDW,GRR,NO_DELAY
8,21,YX,PHL,DSM,NO_DELAY
4,10,AA,DFW,ORD,NO_DELAY
3,15,AA,PIT,DFW,NO_DELAY
5,19,DL,ATL,DAB,NO_DELAY
8,13,OH,CLT,ROC,MINOR_DELAY
9,19,B6,BNA,BOS,NO_DELAY
10,17,9E,BNA,JFK,NO_DELAY
12,21,9E,LGA,CHS,MINOR_DELAY
8,6,MQ,XNA,DFW,NO_DELAY
11,18,OH,HPN,DCA,MAJOR_DELAY
12,19,WN,LGB,LAS,MINOR_DELAY
9,8,F9,DEN,RNO,NO_DELAY
10,12,MQ,DFW,TRI,NO_DELAY
10,20,WN,SJC,LAX,SEVERE_DELAY
10,8,DL,ATL,BOS,NO_DELAY
7,1,DL,DEN,JFK,SEVERE_DELAY
5,5,B6,BOS,JFK,NO_DELAY
8,8,OO,ORD,JFK,MAJOR_DELAY
6,21,OO,LAX,MRY,NO_DELAY
9,17,B6,LGA,BOS,NO_DELAY
8,8,G4,IND,JAX,NO_DELAY
11,13,G4,LAS,BOI,MINOR_DELAY
3,15,AA,SJU,MIA,NO_DELAY
10,12,YV,IAH,CMH,NO_DELAY
1,6,OH,BHM,DCA,NO_DELAY
12,14,WN,MDW,BDL,MAJOR_DELAY
9,13,UA,DEN,EWR,MINOR_DELAY
2,7,DL,PHX,SEA,NO_DELAY
3,14,YX,ORD,BNA,NO_DELAY
5,8,UA,EWR,PDX,NO_DELAY
7,12,DL,ATL,PNS,NO_DELAY
3,12,AA,ORD,LAX,NO_DELAY
8,9,OO,LAX,AUS,MINOR_DELAY
7,23,NK,FLL,ORD,MAJOR_DELAY
1,9,AA,SMF,PHX,NO_DELAY
8,1,OH,CLT,CMH,SEVERE_DELAY
8,15,WN,DAL,DEN,NO_DELAY
5,18,OO,PHX,FLG,NO_DELAY
11,12,OO,SFO,BOI,NO_DELAY
2,6,WN,PHX,ATL,NO_DELAY
8,10,OO,OMA,LGA,NO_DELAY
11,20,WN,STL,CLE,NO_DELAY
7,7,DL,MDW,ATL,NO_DELAY
11,17,OO,LGA,ORD,SEVERE_DELAY
2,9,OO,BOI,LAX,MINOR_DELAY
5,10,B6,JFK,SLC,NO_DELAY
7,9,WN,BNA,CHS,NO_DELAY
4,9,AS,SJC,EWR,NO_DELAY
2,18,WN,BWI,CHS,NO_DELAY
12,15,YV,DRO,PHX,NO_DELAY
5,14,OH,ALB,DCA,MAJOR_DELAY
11,11,OO,ORD,DTW,NO_DELAY
9,9,DL,JFK,LAX,NO_DELAY
2,17,OO,MFR,LAX,NO_DELAY
6,15,WN,MDW,RNO,NO_DELAY
12,17,YX,MCI,BOS,NO_DELAY
9,20,DL,DTW,DFW,NO_DELAY
7,13,OO,SLC,BIL,NO_DELAY
6,12,OO,BUF,DTW,NO_DELAY
1,23,NK,MCO,SJU,MAJOR_DELAY
4,19,B6,TPA,HPN,NO_DELAY
5,16,DL,CVG,MSP,NO_DELAY
11,18,UA,IAH,DEN,NO_DELAY
9,13,DL,LAX,MCI,NO_DELAY
10,7,OO,DEN,MAF,NO_DELAY
11,17,YX,JAX,PHL,NO_DELAY
10,9,AS,PDX,HNL,NO_DELAY
1,11,AA,SEA,CLT,NO_DELAY
3,15,AA,DCA,CLT,NO_DELAY
2,16,DL,ATL,CMH,NO_DELAY
3,21,F9,STL,DEN,SEVERE_DELAY
5,10,DL,ORD,ATL,MINOR_DELAY
12,17,DL,ATL,CVG,NO_DELAY
7,9,OO,FAY,ATL,NO_DELAY
4,18,YX,MCI,IAH,NO_DELAY
10,15,AA,LGA,CLT,MINOR_DELAY
6,18,AA,DFW,PIT,NO_DELAY
2,9,YV,IAH,MFE,NO_DELAY
6,10,OO,LGA,RIC,NO_DELAY
6,8,MQ,ORD,PWM,NO_DELAY
2,19,WN,MCO,ATL,NO_DELAY
11,11,UA,EWR,LAS,MAJOR_DELAY
2,10,AS,SEA,BOI,NO_DELAY
7,18,OO,ORD,SDF,MAJOR_DELAY
3,5,OH,BDL,DCA,NO_DELAY
4,9,DL,SEA,PSP,NO_DELAY
6,15,YV,DFW,AMA,NO_DELAY
7,8,AA,OKC,DFW,MINOR_DELAY
11,15,WN,ABQ,DEN,NO_DELAY
3,12,DL,DTW,MIA,NO_DELAY
2,18,F9,COS,LAS,NO_DELAY
10,10,WN,SJC,SLC,NO_DELAY
6,11,AA,SMF,DFW,NO_DELAY
12,19,OO,SJC,TUS,NO_DELAY
6,22,WN,DAL,MCI,NO_DELAY
10,8,DL,MCO,ATL,NO_DELAY
1,11,9E,DFW,CVG,NO_DELAY
12,22,WN,BWI,ALB,MINOR_DELAY
3,21,MQ,LGA,GSO,MAJOR_DELAY
12,8,WN,PVD,DCA,NO_DELAY
10,5,NK,PIT,FLL,NO_DELAY
9,15,F9,SNA,DEN,NO_DELAY
1,6,AA,SMF,PHX,NO_DELAY
12,15,AS,ANC,ADQ,NO_DELAY
9,5,WN,DEN,DAL,NO_DELAY
12,9,YX,EWR,DTW,NO_DELAY
5,20,UA,DEN,ICT,NO_DELAY
1,6,DL,PHL,ATL,NO_DELAY
9,14,OH,CLT,BHM,NO_DELAY
6,17,AA,DFW,SAN,MINOR_DELAY
11,6,B6,LAS,JFK,NO_DELAY
5,16,DL,FLL,ATL,NO_DELAY
6,0,NK,LAX,DFW,SEVERE_DELAY
7,9,OH,CLT,ROC,NO_DELAY
9,13,WN,SMF,DEN,NO_DELAY
6,15,YV,IAH,DCA,MINOR_DELAY
3,15,OO,ORD,ICT,NO_DELAY
1,12,AA,ORD,LAX,NO_DELAY
1,20,UA,EWR,SFO,NO_DELAY
9,11,DL,ATL,FLL,NO_DELAY
5,13,NK,LAS,LAX,NO_DELAY
10,22,YV,IAD,PVD,NO_DELAY
7,12,OH,BGR,DCA,MINOR_DELAY
10,18,AS,BUR,PDX,NO_DELAY
4,19,DL,GSO,ATL,NO_DELAY
10,23,9E,BOS,BUF,SEVERE_DELAY
2,21,OO,ORD,LGA,MAJOR_DELAY
6,7,NK,FLL,MCO,NO_DELAY
3,15,WN,MCI,SAT,NO_DELAY
9,15,WN,TUL,DAL,NO_DELAY
8,15,OO,FAT,DEN,NO_DELAY
5,9,WN,RNO,LAS,NO_DELAY
5,22,AA,DFW,TUL,NO_DELAY
9,14,DL,MIA,MSP,NO_DELAY
9,23,NK,LAS,EWR,MAJOR_DELAY
3,14,OH,DCA,DTW,NO_DELAY
6,11,B6,JFK,BUR,NO_DELAY
6,19,YV,ELP,PHX,MINOR_DELAY
4,8,WN,IAD,DEN,NO_DELAY
7,18,AS,PDX,LAS,NO_DELAY
6,10,YV,IAH,MFE,NO_DELAY
6,4,AS,ANC,SEA,NO_DELAY
12,14,WN,SAN,BWI,NO_DELAY
3,9,B6,EWR,FLL,NO_DELAY
3,12,OO,ORD,OKC,NO_DELAY
12,17,NK,STT,FLL,MINOR_DELAY
1,13,DL,SFO,ATL,MAJOR_DELAY
7,12,WN,BWI,SLC,NO_DELAY
10,15,AA,MIA,IAH,NO_DELAY
11,11,9E,FNT,ATL,MINOR_DELAY
1,19,WN,OMA,DEN,NO_DELAY
10,13,EV,SDF,EWR,MAJOR_DELAY
11,21,WN,DAL,TPA,NO_DELAY
7,11,NK,CLT,BWI,NO_DELAY
9,11,OO,OKC,MSP,NO_DELAY
3,11,EV,LRD,IAH,NO_DELAY
5,16,YX,EWR,RDU,NO_DELAY
7,11,AA,STL,DFW,NO_DELAY
11,17,OO,OMA,SLC,NO_DELAY
1,13,WN,LAS,SLC,NO_DELAY
10,12,DL,BNA,ATL,NO_DELAY
8,6,WN,TPA,BWI,NO_DELAY
4,11,YX,IAH,SDF,NO_DELAY
12,6,YX,PIT,MIA,NO_DELAY
2,13,WN,DEN,SFO,NO_DELAY
4,6,B6,DCA,FLL,NO_DELAY
6,19,AA,PHL,JAX,NO_DELAY
5,7,WN,BOS,STL,NO_DELAY
12,5,MQ,LAN,ORD,NO_DELAY
9,10,WN,ATL,MSY,NO_DELAY
9,14,OO,SEA,PDX,MAJOR_DELAY
4,22,AA,DFW,SLC,NO_DELAY
8,22,B6,BOS,SYR,NO_DELAY
10,13,NK,LAX,DEN,MINOR_DELAY
10,21,UA,HNL,LAX,NO_DELAY
8,10,UA,IAH,MCO,NO_DELAY
3,17,F9,STL,LAS,NO_DELAY
8,21,AA,FLL,DFW,SEVERE_DELAY
7,10,MQ,ORD,SUX,NO_DELAY
7,7,AA,PHL,MIA,MAJOR_DELAY
8,20,AA,PHL,SFO,NO_DELAY
5,23,OO,LAX,SBA,MAJOR_DELAY
2,7,MQ,GSO,LGA,NO_DELAY
2,8,WN,SMF,DEN,NO_DELAY
5,17,AA,DTW,PHX,NO_DELAY
7,20,OO,ORD,COU,NO_DELAY
9,19,DL,MSY,SLC,NO_DELAY
6,6,UA,MAF,IAH,NO_DELAY
5,10,OO,DEN,IND,NO_DELAY
2,1,NK,LAS,DFW,NO_DELAY
9,10,EV,CLE,LGA,MINOR_DELAY
6,15,WN,MCI,BNA,NO_DELAY
12,17,WN,LAS,TPA,NO_DELAY
8,9,9E,JFK,BOS,NO_DELAY
1,11,WN,GRR,RSW,NO_DELAY
9,5,MQ,GJT,DFW,NO_DELAY
12,5,YX,DAY,EWR,NO_DELAY
4,17,AA,FLL,CLT,NO_DELAY
3,8,AA,CLT,MCI,NO_DELAY
4,12,WN,LAX,SFO,NO_DELAY
3,20,OO,SFO,FAT,NO_DELAY
10,19,AA,DFW,RSW,MINOR_DELAY
7,17,DL,BDL,DTW,NO_DELAY
8,11,OH,CHS,CLT,NO_DELAY
8,6,WN,MCI,BWI,NO_DELAY
10,6,WN,MKE,CLE,NO_DELAY
1,9,HA,HNL,LIH,NO_DELAY
5,14,AS,PDX,LAS,NO_DELAY
3,21,AA,PHX,SLC,NO_DELAY
4,23,UA,SEA,IAH,NO_DELAY
12,11,G4,PIE,GRR,MINOR_DELAY
3,5,AA,DFW,MIA,MINOR_DELAY
1,13,EV,ROC,EWR,NO_DELAY
8,14,DL,DEN,DTW,NO_DELAY
9,18,WN,DAL,LGA,NO_DELAY
1,14,OO,BIL,SLC,MINOR_DELAY
6,10,WN,DAL,SAN,NO_DELAY
3,7,AA,DFW,SFO,NO_DELAY
5,15,AA,SAT,PHX,NO_DELAY
2,6,OO,SFO,DAL,NO_DELAY
6,11,YV,ABQ,PHX,NO_DELAY
1,15,WN,PHL,BNA,NO_DELAY
11,8,EV,LGA,CLE,NO_DELAY
1,21,WN,DEN,SEA,NO_DELAY
5,16,WN,LAS,LGB,NO_DELAY
10,22,WN,MDW,DEN,NO_DELAY
10,7,AA,CLT,DFW,NO_DELAY
4,19,YX,BOS,LGA,MAJOR_DELAY
6,15,UA,EWR,DEN,NO_DELAY
8,6,YX,HSV,DCA,NO_DELAY
6,12,OO,HPN,ORD,NO_DELAY
8,7,AS,SJC,JFK,NO_DELAY
4,10,WN,LAS,MDW,MINOR_DELAY
6,12,AA,DCA,ORD,NO_DELAY
6,14,DL,CMH,ATL,NO_DELAY
3,6,WN,SEA,LAS,NO_DELAY
3,8,WN,DAL,CHS,NO_DELAY
8,9,WN,AUS,SAN,NO_DELAY
7,11,DL,SJC,DTW,NO_DELAY
12,15,DL,JFK,ATL,NO_DELAY
9,14,EV,IAH,BHM,NO_DELAY
12,10,DL,LAX,SFO,MAJOR_DELAY
6,12,YX,IND,CLT,NO_DELAY
4,15,WN,MSY,BNA,NO_DELAY
5,9,WN,ONT,OAK,NO_DELAY
4,7,YX,IAH,CVG,NO_DELAY
11,16,WN,SMF,LGB,NO_DELAY
3,12,UA,SFO,EWR,NO_DELAY
12,14,F9,DEN,SFO,SEVERE_DELAY
7,7,OH,TYS,CLT,NO_DELAY
12,19,DL,ATL,BNA,NO_DELAY
3,5,WN,CLE,BWI,NO_DELAY
9,5,F9,DFW,DEN,NO_DELAY
3,17,EV,OMA,IAH,NO_DELAY
10,15,F9,RSW,TTN,NO_DELAY
3,7,B6,BOS,JFK,NO_DELAY
12,14,DL,MSP,DEN,NO_DELAY
8,13,WN,AUS,DAL,NO_DELAY
4,15,DL,MSP,MCI,NO_DELAY
11,9,NK,MCO,MSY,NO_DELAY
3,14,AA,LAX,MIA,NO_DELAY
10,15,AA,JFK,LAS,NO_DELAY
9,13,AA,BNA,DFW,NO_DELAY
3,7,F9,DEN,DCA,NO_DELAY
11,11,B6,JFK,BOS,NO_DELAY
9,10,OO,PIT,DTW,NO_DELAY
4,18,MQ,RIC,ORD,MINOR_DELAY
8,12,OO,ILM,ATL,NO_DELAY
9,16,OO,SLC,RNO,NO_DELAY
1,6,AA,TUL,DFW,NO_DELAY
10,7,MQ,DFW,XNA,NO_DELAY
12,7,OO,SEA,SJC,NO_DELAY
6,12,AA,TUS,ORD,MINOR_DELAY
12,14,B6,BOS,RSW,NO_DELAY
1,15,AA,DCA,CLT,NO_DELAY
8,15,G4,LAS,ICT,NO_DELAY
7,10,AS,SEA,BNA,NO_DELAY
8,10,WN,LAS,PHX,NO_DELAY
1,19,DL,IAH,ATL,NO_DELAY
9,11,MQ,ORD,AVP,NO_DELAY
4,16,UA,RDU,DEN,NO_DELAY
9,18,UA,DEN,BUR,NO_DELAY
10,17,UA,EWR,LAS,NO_DELAY
10,6,OO,FWA,DTW,NO_DELAY
12,17,OH,GSO,CLT,NO_DELAY
5,6,WN,MKE,ATL,NO_DELAY
2,9,UA,IAH,LAS,NO_DELAY
6,13,OO,ATL,MGM,NO_DELAY
6,17,OO,FAR,MSP,NO_DELAY
7,9,AA,DFW,OGG,NO_DELAY
12,17,YX,MSP,DCA,NO_DELAY
5,13,B6,MSY,BOS,NO_DELAY
12,9,WN,BWI,CLE,NO_DELAY
5,6,UA,JAX,IAH,NO_DELAY
8,17,DL,MSY,ATL,MAJOR_DELAY
9,21,AA,DFW,MCI,NO_DELAY
5,14,MQ,DFW,CLL,NO_DELAY
6,17,WN,LAS,RNO,NO_DELAY
7,10,AA,ORD,SAT,NO_DELAY
5,0,DL,PHX,ATL,NO_DELAY
9,22,OH,CLT,LIT,NO_DELAY
8,9,AA,PHX,ONT,NO_DELAY
9,7,DL,HSV,ATL,NO_DELAY
12,14,AA,AUS,DFW,NO_DELAY
1,9,OO,SLC,DEN,NO_DELAY
5,11,WN,PDX,OAK,NO_DELAY
4,11,AA,LAX,JFK,NO_DELAY
8,15,OO,FAR,ORD,NO_DELAY
11,15,MQ,EVV,DFW,NO_DELAY
9,5,DL,SLC,DTW,NO_DELAY
12,12,AS,SFO,MSY,NO_DELAY
6,7,DL,JFK,LAX,NO_DELAY
12,10,MQ,IAH,ORD,NO_DELAY
12,13,AA,LGA,CLT,NO_DELAY
7,10,NK,LAX,ATL,NO_DELAY
1,15,WN,MDW,OMA,MAJOR_DELAY
4,5,MQ,GRK,DFW,NO_DELAY
6,6,WN,AUS,DAL,NO_DELAY
2,15,WN,SMF,SAN,NO_DELAY
6,10,WN,BNA,PIT,MINOR_DELAY
6,10,WN,DEN,RDU,NO_DELAY
11,16,MQ,DFW,LIT,NO_DELAY
9,9,AA,DCA,MCO,NO_DELAY
6,22,UA,DEN,MSP,MAJOR_DELAY
9,17,DL,DTW,ORD,NO_DELAY
7,11,OO,OMA,LGA,MINOR_DELAY
2,17,B6,JFK,LGB,NO_DELAY
8,21,WN,BUF,BWI,NO_DELAY
9,8,DL,BHM,ATL,NO_DELAY
8,8,UA,ORD,OMA,NO_DELAY
3,10,UA,PHL,ORD,NO_DELAY
5,21,WN,BNA,HOU,NO_DELAY
12,10,AA,DFW,VPS,NO_DELAY
12,20,DL,DTW,DFW,NO_DELAY
7,15,AS,ANC,HNL,NO_DELAY
11,17,YV,TUL,IAH,NO_DELAY
9,0,F9,JAN,MCO,MAJOR_DELAY
3,18,EV,IAH,TUL,NO_DELAY
11,16,AS,SEA,OAK,NO_DELAY
12,11,AA,CLT,PHX,NO_DELAY
2,21,AA,MIA,LAX,NO_DELAY
4,20,9E,DTW,DSM,NO_DELAY
10,13,DL,ORD,SLC,NO_DELAY
7,19,WN,HOU,DAL,NO_DELAY
7,6,OH,MDT,CLT,NO_DELAY
6,9,9E,DTW,HPN,NO_DELAY
4,12,UA,SNA,EWR,NO_DELAY
11,10,OH,SAT,CLT,NO_DELAY
5,9,AA,CLT,SYR,NO_DELAY
12,23,MQ,DFW,TXK,SEVERE_DELAY
4,11,UA,ORD,DCA,NO_DELAY
12,19,9E,LGA,MEM,MINOR_DELAY
12,8,WN,LAS,SAN,NO_DELAY
12,18,MQ,ORD,XNA,NO_DELAY
11,11,OH,BNA,CLT,NO_DELAY
7,10,DL,DAY,ATL,NO_DELAY
9,21,NK,LAX,LAS,MINOR_DELAY
5,7,AA,BNA,DFW,NO_DELAY
8,13,9E,JFK,BTV,MAJOR_DELAY
6,22,YV,IAD,DTW,NO_DELAY
10,9,WN,EWR,MDW,NO_DELAY
5,17,UA,LAX,OGG,NO_DELAY
10,5,OH,OAJ,CLT,NO_DELAY
11,5,EV,HRL,IAH,NO_DELAY
7,11,OO,TUL,DEN,NO_DELAY
11,8,DL,SFO,JFK,NO_DELAY
4,16,AA,DEN,CLT,NO_DELAY
